YEAR,DISTRICT,SCHOOL,DISTRICT_NAME,SCHOOL_NAME_LONG,CHARTER_SCHL_STAT,TITLE_1
2425,29,3851,HILLSBOROUGH,SCHMIDT ELEMENTARY SCHOOL,Z,Y
2425,29,3861,HILLSBOROUGH,SCHWARZKOPF ELEMENTARY SCHOOL,Z,N
2425,29,3881,HILLSBOROUGH,SEFFNER ELEMENTARY SCHOOL,Z,Y
2425,29,3900,HILLSBOROUGH,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM,Z,N
2425,29,3921,HILLSBOROUGH,SEMINOLE HEIGHTS ELEMENTARY SCHOOL,Z,Y
2425,29,3922,HILLSBOROUGH,SESSUMS ELEMENTARY SCHOOL,Z,Y
2425,29,3951,HILLSBOROUGH,SHAW ELEMENTARY SCHOOL,Z,Y
2425,29,3961,HILLSBOROUGH,SHORE ELEMENTARY MAGNET SCHOOL,Z,Y
2425,29,4001,HILLSBOROUGH,SIMMONS CAREER CENTER,Z,N
2425,29,4002,HILLSBOROUGH,SIMMONS EXCEPTIONAL CENTER,Z,Y
2425,29,4141,HILLSBOROUGH,BLOOMINGDALE HIGH SCHOOL,Z,N
2425,29,4143,HILLSBOROUGH,BLOOMINGDALE ADULT AND COMMUNITY SCHOOL,Z,N
2425,29,4151,HILLSBOROUGH,SICKLES HIGH SCHOOL,Z,N
2425,29,4154,HILLSBOROUGH,SOUTH COUNTY CAREER CENTER,Z,Y
2425,29,4155,HILLSBOROUGH,BUILDING CONSTRUCTION ACADEMY AT BOWERS WHITLEY,Z,Y
2425,29,4161,HILLSBOROUGH,SPRINGHEAD ELEMENTARY SCHOOL,Z,Y
2425,29,4171,HILLSBOROUGH,BOWERS/WHITLEY ADULT & COMMUNITY CENTER,Z,N
2425,29,4201,HILLSBOROUGH,SULPHUR SPRINGS K-8 SCHOOL,Z,Y
2425,29,4211,HILLSBOROUGH,SUMMERFIELD ELEMENTARY SCHOOL,Z,Y
2425,29,4212,HILLSBOROUGH,SYMMES ELEMENTARY SCHOOL,Z,Y
2425,29,4221,HILLSBOROUGH,TAMPA BAY TECH HIGH SCHOOL,Z,Y
2425,29,4223,HILLSBOROUGH,TAMPA BAY TECH EVENING SCHOOL,Z,N
2425,29,4241,HILLSBOROUGH,TAMPA BAY BOULEVARD ELEMENTARY SCHOOL,Z,Y
2425,29,4251,HILLSBOROUGH,RAMPELLO K-8 MAGNET SCHOOL,Z,N
2425,29,4261,HILLSBOROUGH,TAMPA PALMS ELEMENTARY SCHOOL,Z,N
2425,29,4281,HILLSBOROUGH,TEMPLE TERRACE ELEMENTARY SCHOOL,Z,Y
2425,29,4321,HILLSBOROUGH,DOROTHY THOMAS CENTER,Z,Y
2425,29,4324,HILLSBOROUGH,THE SPRING,Z,N
2425,29,4325,HILLSBOROUGH,BRYAN ALTERNATIVE SCHOOL,Z,N
2425,29,4326,HILLSBOROUGH,MEACHAM ALTERNATIVE SCHOOL,Z,N
2425,29,4327,HILLSBOROUGH,YOUTH SERVICES EDUCATION PROGRAM,Z,N
2425,29,4328,HILLSBOROUGH,TRANSITION SCHOOL,Z,N
2425,29,4329,HILLSBOROUGH,CHILDRENS SERVICES CHILD AND FAMILY COUNSELING SERVICES,Z,N
2425,29,4330,HILLSBOROUGH,HAYNES SCHOOL,Z,N
2425,29,4331,HILLSBOROUGH,NORTH TAMPA SUCCESS CENTER,Z,Y
2425,29,4332,HILLSBOROUGH,BRANDON SUCCESS CENTER,Z,Y
2425,29,4333,HILLSBOROUGH,EAST COUNTY ALTERNATIVE SCHOOL,Z,N
2425,29,4334,HILLSBOROUGH,TEEN PARENT EAST PROGRAM,Z,N
2425,29,4339,HILLSBOROUGH,CATAPULT ACADEMY,Z,N
2425,29,4340,HILLSBOROUGH,FOUNDATION SCHOOL,Z,N
2425,29,4351,HILLSBOROUGH,TEEN PARENT WEST,Z,N
2425,29,4352,HILLSBOROUGH,TEEN PARENT NORTH,Z,N
2425,29,4353,HILLSBOROUGH,TEEN PARENT SOUTH,Z,N
2425,29,4361,HILLSBOROUGH,THONOTOSASSA ELEMENTARY SCHOOL,Z,Y
2425,29,4381,HILLSBOROUGH,TINKER K-8 SCHOOL,Z,N
2425,29,4391,HILLSBOROUGH,ACTS,Z,N
2425,29,4441,HILLSBOROUGH,TOWN & COUNTRY ELEMENTARY SCHOOL,Z,Y
2425,29,4442,HILLSBOROUGH,WEBB MIDDLE SCHOOL,Z,Y
2425,29,4481,HILLSBOROUGH,TRAPNELL ELEMENTARY SCHOOL,Z,Y
2425,29,4522,HILLSBOROUGH,TURKEY CREEK MIDDLE SCHOOL,Z,Y
2425,29,4561,HILLSBOROUGH,TWIN LAKES ELEMENTARY SCHOOL,Z,Y
2425,29,4562,HILLSBOROUGH,CAMINITI EXCEPTIONAL CENTER,Z,Y
2425,29,4581,HILLSBOROUGH,VALRICO ELEMENTARY SCHOOL,Z,N
2425,29,4591,HILLSBOROUGH,WALDEN LAKE ELEMENTARY SCHOOL,Z,N
2425,29,4592,HILLSBOROUGH,WALKER MIDDLE SCHOOL,Z,N
2425,29,4601,HILLSBOROUGH,WASHINGTON ELEMENTARY SCHOOL,Z,Y
2425,29,4611,HILLSBOROUGH,WALKER MIDDLE MAGNET SCHOOL,Z,N
2425,29,4651,HILLSBOROUGH,WESTCHASE ELEMENTARY SCHOOL,Z,N
2425,29,4681,HILLSBOROUGH,WESTSHORE ELEMENTARY SCHOOL,Z,Y
2425,29,4722,HILLSBOROUGH,WEST TAMPA ELEMENTARY SCHOOL,Z,Y
2425,29,4731,HILLSBOROUGH,WHARTON HIGH SCHOOL,Z,N
2425,29,4741,HILLSBOROUGH,WILLIAMS MIDDLE MAGNET SCHOOL,Z,N
2425,29,4747,HILLSBOROUGH,JAMES ELEMENTARY SCHOOL,Z,Y
2425,29,4761,HILLSBOROUGH,WILSON MIDDLE SCHOOL,Z,N
2425,29,4801,HILLSBOROUGH,WILSON ELEMENTARY SCHOOL,Z,Y
2425,29,4841,HILLSBOROUGH,WIMAUMA ELEMENTARY SCHOOL,Z,Y
2425,29,4921,HILLSBOROUGH,WITTER ELEMENTARY SCHOOL,Z,Y
2425,29,4941,HILLSBOROUGH,WOODBRIDGE ELEMENTARY SCHOOL,Z,Y
2425,29,4961,HILLSBOROUGH,YATES ELEMENTARY SCHOOL,Z,Y
2425,29,5001,HILLSBOROUGH,REGION WEST ADULT/COMMUNITY,Z,N
2425,29,5002,HILLSBOROUGH,REGION 2 ADULT/COMMUNITY,Z,N
2425,29,5003,HILLSBOROUGH,REGION 3 ADULT/COMMUNITY,Z,N
2425,29,5004,HILLSBOROUGH,REGION 4 ADULT/COMMUNITY,Z,N
2425,29,5005,HILLSBOROUGH,REGION EAST ADULT/COMMUNITY,Z,N
2425,29,5006,HILLSBOROUGH,REGION 6 ADULT/COMMUNITY,Z,N
2425,29,5020,HILLSBOROUGH,ADULT CENTRAL,Z,N
2425,29,5021,HILLSBOROUGH,TECHNICAL AND ADULT DISTANCE LEARNING           (INACTIVE 05/03),Z,N
2425,29,5041,HILLSBOROUGH,YOUNG MIDDLE MAGNET SCHOOL,Z,Y
2425,29,5042,HILLSBOROUGH,HILLSBOROUGH GIRLS ACADEMY,Z,N
2425,29,5043,HILLSBOROUGH,HILLSBOROUGH ALTERNATIVE RESIDENTIAL PROGRAM - HARP,Z,N
2425,29,5044,HILLSBOROUGH,"DETENTION CENTER, WEST",Z,N
2425,29,5045,HILLSBOROUGH,HILLSBOROUGH GROUP TREATMENT HOME #1,Z,N
2425,29,5046,HILLSBOROUGH,"DETENTION CENTER, EAST",Z,N
2425,29,5047,HILLSBOROUGH,HILLSBOROUGH SHOP,Z,N
2425,29,5048,HILLSBOROUGH,LES PETERS ACADEMY,Z,N
2425,29,5049,HILLSBOROUGH,PROGRESSIVE ADOLESCENT TREATMENT/IHWH (PATHH),Z,N
2425,29,5050,HILLSBOROUGH,HILLSBOROUGH GROUP TREATMENT HOME #2,Z,N
2425,29,5051,HILLSBOROUGH,AMI KIDS TAMPA,Z,N
2425,29,5052,HILLSBOROUGH,AMI KIDS YES,Z,N
2425,29,5053,HILLSBOROUGH,GIRLS PROGRAM-NORTHSIDE,Z,N
2425,29,5054,HILLSBOROUGH,PACE CENTER FOR GIRLS,Z,N
2425,29,5055,HILLSBOROUGH,FAMILY ENRICHMENT NETWORK,Z,N
2425,29,5056,HILLSBOROUGH,TAMPA RESIDENTIAL FACILITY,Z,N
2425,29,5057,HILLSBOROUGH,AUTO BODY,Z,N
2425,29,5058,HILLSBOROUGH,FALKENBURG ROAD JAIL,Z,N
2425,29,5059,HILLSBOROUGH,TAMPA MARINE EVENING,Z,N
2425,29,5060,HILLSBOROUGH,RIVERSIDE ACADEMY,Z,N
2425,29,5061,HILLSBOROUGH,PROJECT CRAFT,Z,N
2425,29,5062,HILLSBOROUGH,COLUMBUS RESIDENTIAL JUVENILE FACILITY,Z,N
2425,29,5071,HILLSBOROUGH,LAKE ACADEMY,Z,N
2425,29,5109,HILLSBOROUGH,LAKE ACADEMY SECURE,Z,N
2425,29,5215,HILLSBOROUGH,WIMAUMA ACADEMY,Z,N
2425,29,5320,HILLSBOROUGH,SECONDARY SUMMER PROGRAMS AT USF,Z,N
2425,29,5321,HILLSBOROUGH,SECONDARY SUMMER PROGRAMS AT TAMPA UNIVERSITY,Z,N
2425,29,5322,HILLSBOROUGH,SUMMER MIDDLE GIFTED PROGRAMS AT MOSI,Z,N
2425,29,5323,HILLSBOROUGH,NATURE'S CLASSROOM SUMMER PROGRAMS,Z,N
2425,29,5371,HILLSBOROUGH,HOSPITAL/HOMEBOUND/HOMEBASED PROGRAMS,Z,N
2425,29,5372,HILLSBOROUGH,ESE BIRTH THRU AGE 5,Z,N
2425,29,5375,HILLSBOROUGH,PRE-K ESE COMMUNITY PEEPS,Z,N
2425,29,6529,HILLSBOROUGH,DELIA SANCHEZ FULL SERVICE SCHOOL,Z,N
2425,29,6531,HILLSBOROUGH,ENCORE,Z,N
2425,29,6601,HILLSBOROUGH,RICHARDSON MONTESSORI ACADEMY,R,N
2425,29,6602,HILLSBOROUGH,TAMPA BAY ACADEMY,R,N
2425,29,6603,HILLSBOROUGH,EASTSIDE MULTICULTURAL SCHOOL,R,N
2425,29,6604,HILLSBOROUGH,METROPOLITAN MINISTRIES,R,N
2425,29,6605,HILLSBOROUGH,USF/PATEL PRIMARY CHARTER SCHOOL,R,N
2425,29,6606,HILLSBOROUGH,TERRACE COMMUNITY MIDDLE SCHOOL,R,N
2425,29,6607,HILLSBOROUGH,TAMPA UNITED METHODIST,R,N
2425,29,6608,HILLSBOROUGH,VILLAGE OF EXCELLENCE ACADEMY,R,Y
2425,29,6609,HILLSBOROUGH,PEPIN ACADEMIES,R,N
2425,29,6610,HILLSBOROUGH,REBIRTH ACADEMY,R,N
2425,29,6611,HILLSBOROUGH,SPECIAL KIDZ CHARTER SCHOOL,R,N
2425,29,6612,HILLSBOROUGH,TRINITY SCHOOL FOR CHILDREN - LOWER DIVISION,R,N
2425,29,6613,HILLSBOROUGH,LEARNING GATE COMMUNITY SCHOOL,R,N
2425,29,6614,HILLSBOROUGH,RICHARD MILBURN ACADEMY,R,N
2425,29,6615,HILLSBOROUGH,RCMA WIMAUMA COMMUNITY ACADEMY,R,Y
2425,29,6616,HILLSBOROUGH,CENTRAL CITY ELEMENTARY OF TAMPA,R,N
2425,29,6617,HILLSBOROUGH,NORTH TAMPA ALTERNATIVE CHARTER SCHOOL,R,N
2425,29,6618,HILLSBOROUGH,WILBESAN ACADEMY,R,N
2425,29,6619,HILLSBOROUGH,ANDERSON ELEMENTARY ACADEMY,R,N
2425,29,6620,HILLSBOROUGH,HORIZON CHARTER SCHOOL OF TAMPA,R,N
2425,29,6621,HILLSBOROUGH,LEGACY PREPARATORY ACADEMY,R,Y
2425,29,6622,HILLSBOROUGH,PRINCE ACADEMY,R,N
2425,29,6623,HILLSBOROUGH,WALTON ACADEMY,R,Y
2425,29,6624,HILLSBOROUGH,TRINITY SCHOOL FOR CHILDREN,R,N
2425,29,6625,HILLSBOROUGH,LITERACY/LEADERSHIP/TECHNOLOGY ACADEMY,R,N
2425,29,6626,HILLSBOROUGH,KIDS COMMUNITY COLLEGE RIVERVIEW SOUTH (K-12),R,N
2425,29,6627,HILLSBOROUGH,USF/PATEL INTERMEDIATE CHARTER SCHOOL,R,N
2425,29,6628,HILLSBOROUGH,PEPIN ELEMENTARY SCHOOL,R,N
2425,29,6630,HILLSBOROUGH,PEPIN TRANSITIONAL SCHOOL,R,N
2425,29,6631,HILLSBOROUGH,PEPIN MIDDLE SCHOOL,R,N
2425,29,6632,HILLSBOROUGH,CARL SAGAN ACADEMY,R,N
2425,29,6634,HILLSBOROUGH,BROOKS DEBARTOLO COLLEGIATE HIGH SCHOOL,R,N
2425,29,6637,HILLSBOROUGH,INDEPENDENCE ACADEMY,R,N
2425,29,6639,HILLSBOROUGH,FLORIDA AUTISM CHARTER SCHOOL OF EXCELLENCE,R,N
2425,29,6642,HILLSBOROUGH,LITERACY LEADERSHIP CHARTER HIGH SCHOOL,R,N
2425,29,6643,HILLSBOROUGH,COMMUNITY CHARTER SCHOOL OF EXCELLENCE,R,N
2425,29,6644,HILLSBOROUGH,ADVANTAGE ACADEMY OF HILLSBOROUGH,R,Y
2425,29,6645,HILLSBOROUGH,ADVANTAGE ACADEMY MIDDLE SCHOOL,R,N
2425,29,6646,HILLSBOROUGH,SEMINOLE HEIGHTS CHARTER HIGH SCHOOL,R,N
2425,29,6647,HILLSBOROUGH,NEWPOINT HIGH OF TAMPA,R,N
2425,29,6648,HILLSBOROUGH,INDEPENDENCE ACADEMY MIDDLE SCHOOL,R,N
2425,29,6649,HILLSBOROUGH,VALRICO LAKE ADVANTAGE ACADEMY,R,N
2425,29,6650,HILLSBOROUGH,KID'S COMMUNITY COLLEGE MIDDLE CHARTER SCHOOL,R,N
2425,29,6651,HILLSBOROUGH,A T JONES MATH SCIENCE AND TECHNOLOGY ACADEMY,R,N
2425,29,6652,HILLSBOROUGH,CHANNELSIDE ACADEMY OF MATH AND SCIENCE,R,N
2425,29,6653,HILLSBOROUGH,WOODMONT CHARTER SCHOOL,R,Y
2425,29,6654,HILLSBOROUGH,NEW SPRINGS SCHOOL,R,N
2425,29,6655,HILLSBOROUGH,LUTZ PREPARATORY SCHOOL,R,N
2425,29,6656,HILLSBOROUGH,PIVOT CHARTER SCHOOL,R,N
2425,29,6657,HILLSBOROUGH,NEW SPRINGS SCHOOLS,R,Y
2425,29,6658,HILLSBOROUGH,WINTHROP CHARTER SCHOOL,R,N
2425,29,6659,HILLSBOROUGH,WEST UNIVERSITY CHARTER HIGH,R,N
2425,29,6660,HILLSBOROUGH,COMMUNITY CHARTER MIDDLE SCHOOL OF EXCELLENCE,R,N
2425,29,6661,HILLSBOROUGH,BELL CREEK ACADEMY,R,N
2425,29,6662,HILLSBOROUGH,HENDERSON HAMMOCK CHARTER SCHOOL,R,Y
2425,29,6663,HILLSBOROUGH,CHANNELSIDE ACADEMY MIDDLE SCHOOL,R,N
2425,29,6665,HILLSBOROUGH,GATES SENIOR HIGH SCHOOL,R,N
2425,29,6666,HILLSBOROUGH,KINGS KIDS ACADEMY OF HEALTH SCIENCES,R,N
2425,29,6667,HILLSBOROUGH,KIDS COMMUNITY COLLEGE RIVERVIEW SOUTHEAST,R,N
2425,29,6668,HILLSBOROUGH,BELL CREEK ACADEMY,R,N
2425,29,6669,HILLSBOROUGH,RCMA LEADERSHIP ACADEMY,R,N
2425,29,6670,HILLSBOROUGH,WE PHILLIPS LEARNING ACADEMY,R,N
2425,29,6671,HILLSBOROUGH,HILLSBOROUGH ACADEMY OF MATH AND SCIENCE,R,N
2425,29,7001,HILLSBOROUGH,HILLSBOROUGH VIRT INSTR PRGS,Z,N
2425,29,7004,HILLSBOROUGH,HILLSBOROUGH VIRTUAL FRANCHISE HIGH SCHOOL,Z,N
2425,29,7006,HILLSBOROUGH,HILLSBOROUGH VIRTUAL INSTRUCTION COURSE OFFERINGS,Z,N
2425,29,7023,HILLSBOROUGH,HILLSBOROUGH VIRTUAL SCHOOL,Z,N
2425,29,7672,HILLSBOROUGH,FOCUS ACADEMY,R,N
2425,29,7675,HILLSBOROUGH,BRIDGEPREP ACADEMY OF TAMPA,R,Y
2425,29,7677,HILLSBOROUGH,TOWN & COUNTRY CHARTER HIGH SCHOOL,R,N
2425,29,7678,HILLSBOROUGH,FLORIDA VIRTUAL ACADEMY AT HILLSBOROUGH COUNTY,R,N
2425,29,7679,HILLSBOROUGH,LUTZ PREPARATORY MIDDLE SCHOOL,R,N
2425,29,7680,HILLSBOROUGH,VILLAGE OF EXCELLENCE MIDDLE SCHOOL,R,N
2425,29,7681,HILLSBOROUGH,SUNLAKE ACADEMY OF MATH AND SCIENCES,R,N
2425,29,7781,HILLSBOROUGH,EXCELSIOR PREP CHARTER MIDDLE SCHOOL,R,Y
2425,29,7791,HILLSBOROUGH,EXCELSIOR PREP CHARTER SCHOOL,R,Y
2425,29,7801,HILLSBOROUGH,TRANSPORTATION COMPLEX,Z,N
2425,29,7803,HILLSBOROUGH,CREEKSIDE CHARTER ACADEMY,R,Y
2425,29,7805,HILLSBOROUGH,WATERSET CHARTER SCHOOL,R,N
2425,29,7806,HILLSBOROUGH,SOUTHSHORE CHARTER ACADEMY,R,N
2425,29,7811,HILLSBOROUGH,VICTORY CHARTER SCHOOL TAMPA,R,N
2425,29,7812,HILLSBOROUGH,BRIDGEPREP ACADEMY OF RIVERVIEW,R,Y
2425,29,7813,HILLSBOROUGH,KIDS COMMUNITY COLLEGE CHARTER HIGH SCHOOL,R,N
2425,29,7814,HILLSBOROUGH,PLATO COLLEGIATE ACADEMY TAMPA,R,N
2425,29,7815,HILLSBOROUGH,SPORTS LEADERSHIP AND MANAGEMENT ACADEMY (TAMPA),R,Y
2425,29,7816,HILLSBOROUGH,EAST TAMPA ACADEMY,R,N
2425,29,7817,HILLSBOROUGH,BIG BEND ACADEMY OF MATH AND SCIENCE,R,N
2425,29,7818,HILLSBOROUGH,RIVERVIEW ACADEMY OF MATH AND SCIENCE,R,N
2425,29,7821,HILLSBOROUGH,KIDS COMMUNITY COLLEGE SOUTHEAST MIDDLE CHARTER SCHOOL,R,N
2425,29,7822,HILLSBOROUGH,THE COLLABORATORY PREPARATORY ACADEMY,R,Y
2425,29,7823,HILLSBOROUGH,NAVIGATOR ACADEMY OF LEADERSHIP VALRICO,R,N
2425,29,7824,HILLSBOROUGH,SLAM ACADEMY TAMPA ELEMENTARY,R,Y
2425,29,7825,HILLSBOROUGH,SLAM ACADEMY AT APOLLO BEACH,R,Y
2425,29,7826,HILLSBOROUGH,FLORIDA CONNECTIONS ACADEMY,R,N
2425,29,7827,HILLSBOROUGH,DR KIRAN C PATEL HIGH SCHOOL,R,N
2425,29,7828,HILLSBOROUGH,BRIDGEPREP ACADEMY OF ADVANCED STUDIES OF HILLSBOROUGH,R,Y
2425,29,7831,HILLSBOROUGH,LITERACY LEADERSHIP TECHNOLOGY ACADEMY SOUTH BAY,R,N
2425,29,7832,HILLSBOROUGH,WINTHROP COLLEGE PREP ACADEMY,R,N
2425,29,7834,HILLSBOROUGH,RIVERVIEW ACADEMY HIGH SCHOOL,R,N
2425,29,7835,HILLSBOROUGH,IDEA VICTORY,R,N
2425,29,7836,HILLSBOROUGH,IDEA VICTORY VINIK COLLEGE PREP,R,N
2425,29,7839,HILLSBOROUGH,IDEA IGNITE,R,N
2425,29,7840,HILLSBOROUGH,IDEA HOPE,R,N
2425,29,7841,HILLSBOROUGH,IDEA HOPE COLLEGE PREP,R,N
2425,29,7843,HILLSBOROUGH,DR. KIRAN C. PATEL ELEMENTARY SCHOOL,R,N
2425,29,7847,HILLSBOROUGH,MATER ACADEMY HILLS,R,N
2425,29,7849,HILLSBOROUGH,MATER ACADEMY HILLS MIDDLE,R,N
2425,29,7850,HILLSBOROUGH,VICTORY CHARTER SCHOOL TAMPA 6-12,R,N
2425,29,7852,HILLSBOROUGH,NAVIGATOR ACADEMY OF LEADERSHIP SOUTHSHORE,R,N
2425,29,9001,HILLSBOROUGH,HILLSBOROUGH DISTRICT OFFICE,Z,N
2425,29,9045,HILLSBOROUGH,CONTRACTED RESIDENTIAL SERVICES,Z,N
2425,29,9321,HILLSBOROUGH,SUMMER MATH & SCIENCE PROGRAM AT USF,Z,N
2425,29,9322,HILLSBOROUGH,SUMMER MIDDLE SCHOOL GIFTED,Z,N
2425,29,9325,HILLSBOROUGH,ALTERNATIVE SCHOOL PROGRAMS,Z,N
2425,29,9327,HILLSBOROUGH,YOUTH SERVICES EDUCATION PROGRAM,Z,N
2425,29,9329,HILLSBOROUGH,ALTERNATIVE EDUCATION,Z,N
2425,29,9339,HILLSBOROUGH,WESTSHORE ALLIANCE PARTNERSHIP SCHOOL,Z,N
2425,29,9347,HILLSBOROUGH,EARLY CHILDHOOD & HOST PROGRAMS,Z,N
2425,29,9349,HILLSBOROUGH,MIGRANT SUMMER INSTITUTE,Z,N
2425,29,9371,HILLSBOROUGH,VELASCO EXCEPTIONAL CENTER,Z,N
2425,29,9376,HILLSBOROUGH,BEVIS SCHOOL - FMHI,Z,N
2425,29,9523,HILLSBOROUGH,ADULT & COMMUNITY EDUCATION CENTER,Z,N
2425,29,9997,HILLSBOROUGH,MIGRANT NON-ENROLLED STUDENTS,Z,N
2425,29,9998,HILLSBOROUGH,HOME EDUCATION PROGRAM STUDENTS,Z,N
2425,30,12,HOLMES,BONIFAY MIDDLE SCHOOL,Z,N
2425,30,31,HOLMES,POPLAR SPRINGS HIGH SCHOOL,Z,Y
2425,30,41,HOLMES,BETHLEHEM HIGH SCHOOL,Z,Y
2425,30,61,HOLMES,PONCE DE LEON HIGH SCHOOL,Z,Y
2425,30,111,HOLMES,PONCE DE LEON ELEMENTARY SCHOOL,Z,Y
2425,30,121,HOLMES,BONIFAY ELEMENTARY SCHOOL,Z,N
2425,30,261,HOLMES,HOLMES COUNTY HIGH SCHOOL,Z,Y
2425,30,262,HOLMES,BONIFAY K-8 SCHOOL,Z,Y
2425,30,471,HOLMES,GRADUATION ASSISTANCE PROGRAM,Z,N
2425,30,3012,HOLMES,WEST FLORIDA WILDERNESS INSTI.,Z,N
2425,30,3450,HOLMES,PERSONALIZED EDUCATION PROGRAM,Z,N
2425,30,3518,HOLMES,MCKAY SCHOLARSHIP PROGRAM,Z,N
2425,30,3818,HOLMES,OPPORTUNITY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,30,3900,HOLMES,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM,Z,N
2425,30,7001,HOLMES,HOLMES VIRTUAL-VENDOR INSTRUCTION PROGRAM,Z,N
2425,30,7004,HOLMES,HOLMES VIRTUAL-FRANCHISE FLVS,Z,N
2425,30,7006,HOLMES,FUTURE VIRTUAL SCHOOL,Z,N
2425,30,7023,HOLMES,HOLMES VIRTUAL-DISTRICT INSTRUCTION PROGRAM,Z,N
2425,30,9001,HOLMES,HOLMES DISTRICT OFFICE,Z,N
2425,30,9002,HOLMES,HOLMES COUNTY ADULT EDUCATION,Z,N
2425,30,9045,HOLMES,CONTRACTED RESIDENTIAL SERVICES,Z,N
2425,30,9997,HOLMES,MIGRANT NON-ENROLLED STUDENTS,Z,N
2425,30,9998,HOLMES,HOME EDUCATION PROGRAM,Z,N
2425,31,21,INDIAN RIVER,VERO BEACH JUNIOR HIGH SCHOOL,Z,N
2425,31,31,INDIAN RIVER,VERO BEACH HIGH SCHOOL,Z,N
2425,31,32,INDIAN RIVER,TREASURE COAST TECHNICAL COLLEGE,Z,N
2425,31,33,INDIAN RIVER,IR PREP,Z,N
2425,31,41,INDIAN RIVER,ROSEWOOD MAGNET SCHOOL,Z,N
2425,31,51,INDIAN RIVER,OSCEOLA MAGNET SCHOOL,Z,N
2425,31,61,INDIAN RIVER,BEACHLAND ELEMENTARY SCHOOL,Z,N
2425,31,81,INDIAN RIVER,GIFFORD MIDDLE SCHOOL,Z,Y
2425,31,82,INDIAN RIVER,INDIAN RIVER GIFFORD MIDDLE 6,Z,N
2425,31,101,INDIAN RIVER,FELLSMERE ELEMENTARY SCHOOL,Z,Y
2425,31,121,INDIAN RIVER,PELICAN ISLAND ELEMENTARY SCHOOL,Z,Y
2425,31,131,INDIAN RIVER,WABASSO SCHOOL,Z,Y
2425,31,141,INDIAN RIVER,CITRUS ELEMENTARY SCHOOL,Z,Y
2425,31,151,INDIAN RIVER,DODGERTOWN ELEMENTARY SCHOOL,Z,Y
2425,31,161,INDIAN RIVER,VERO BEACH ELEMENTARY SCHOOL,Z,Y
2425,31,171,INDIAN RIVER,SEBASTIAN RIVER MIDDLE SCHOOL,Z,Y
2425,31,181,INDIAN RIVER,THOMPSON LIFELONG LEARNING CENTER,Z,N
2425,31,191,INDIAN RIVER,SEBASTIAN ELEMENTARY SCHOOL,Z,Y
2425,31,201,INDIAN RIVER,GLENDALE ELEMENTARY SCHOOL,Z,Y
2425,31,221,INDIAN RIVER,INDIAN RIVER ACADEMY,Z,Y
2425,31,271,INDIAN RIVER,OSLO MIDDLE SCHOOL,Z,Y
2425,31,291,INDIAN RIVER,SEBASTIAN RIVER HIGH SCHOOL,Z,N
2425,31,301,INDIAN RIVER,LIBERTY MAGNET SCHOOL,Z,N
2425,31,341,INDIAN RIVER,TREASURE COAST ELEMENTARY SCHOOL,Z,Y
2425,31,371,INDIAN RIVER,STORM GROVE MIDDLE SCHOOL,Z,N
2425,31,3450,INDIAN RIVER,PERSONALIZED EDUCATION PROGRAM,Z,N
2425,31,3518,INDIAN RIVER,MCKAY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,31,3818,INDIAN RIVER,OPPORTUNITY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,31,3900,INDIAN RIVER,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM,Z,N
2425,31,5001,INDIAN RIVER,INDIAN RIVER CHARTER HIGH SCHOOL,R,N
2425,31,5002,INDIAN RIVER,ST. PETER'S ACADEMY,R,Y
2425,31,5003,INDIAN RIVER,NORTH COUNTY CHARTER SCHOOL,R,N
2425,31,5004,INDIAN RIVER,INDIAN RIVER ACADEMY,R,N
2425,31,5005,INDIAN RIVER,SEBASTIAN CHARTER JUNIOR HIGH SCHOOL,R,N
2425,31,5006,INDIAN RIVER,IMAGINE AT SOUTH VERO,R,N
2425,31,7001,INDIAN RIVER,INDIAN RIVER VIRTUAL INSTRUCTION PROGRAM,Z,N
2425,31,7004,INDIAN RIVER,FUTURE VIRTUAL SCHOOL,Z,N
2425,31,7006,INDIAN RIVER,INDIAN RIVER VIRTUAL COURSE OFFERINGS,Z,N
2425,31,7023,INDIAN RIVER,FUTURE VIRTUAL SCHOOL,Z,N
2425,31,9001,INDIAN RIVER,INDIAN RIVER DISTRICT OFFICE,Z,N
2425,31,9002,INDIAN RIVER,EXCEPTIONAL STUDENT EDUCATION,Z,N
2425,31,9045,INDIAN RIVER,CONTRACTED RESIDENTIAL SERVICES,Z,N
2425,31,9997,INDIAN RIVER,MIGRANT NON-ENROLLED STUDENTS,Z,N
2425,31,9998,INDIAN RIVER,HOME EDUCATION PROGRAM STUDENTS,Z,N
2425,32,21,JACKSON,MARIANNA HIGH SCHOOL,Z,Y
2425,32,23,JACKSON,JACKSON ACADEMY OF APPLIED TECHNOLOGY,Z,N
2425,32,24,JACKSON,JACKSON COUNTY EARLY CHILDHOOD CENTER,Z,N
2425,32,31,JACKSON,FRANK M. GOLSON ELEMENTARY SCHOOL,Z,N
2425,32,41,JACKSON,RIVERSIDE ELEMENTARY SCHOOL,Z,N
2425,32,51,JACKSON,MARIANNA K-8 SCHOOL,Z,Y
