YEAR,DISTRICT,SCHOOL,DISTRICT_NAME,SCHOOL_NAME_LONG,CHARTER_SCHL_STAT,TITLE_1
2425,1,21,ALACHUA,CHARLES W. DUVAL ELEMENTARY SCHOOL,Z,N
2425,1,22,ALACHUA,EARLY LEARNING ACADEMY AT DUVAL,Z,N
2425,1,31,ALACHUA,CAROLYN BEATRICE PARKER ELEMENTARY,Z,Y
2425,1,41,ALACHUA,STEPHEN FOSTER ELEMENTARY SCHOOL,Z,Y
2425,1,52,ALACHUA,A.QUINN JONES CENTER,Z,Y
2425,1,71,ALACHUA,LAKE FOREST ELEMENTARY SCHOOL,Z,Y
2425,1,81,ALACHUA,SIDNEY LANIER CENTER,Z,Y
2425,1,82,ALACHUA,HOSPITAL HOMEBOUND,Z,N
2425,1,83,ALACHUA,ANCHOR SCHOOL,Z,N
2425,1,91,ALACHUA,LITTLEWOOD ELEMENTARY SCHOOL,Z,Y
2425,1,101,ALACHUA,W. A. METCALFE ELEMENTARY SCHOOL,Z,Y
2425,1,111,ALACHUA,JOSEPH WILLIAMS ELEMENTARY SCHOOL,Z,Y
2425,1,112,ALACHUA,ABRAHAM LINCOLN MIDDLE SCHOOL,Z,N
2425,1,121,ALACHUA,HOWARD W. BISHOP MIDDLE SCHOOL,Z,N
2425,1,141,ALACHUA,WESTWOOD MIDDLE SCHOOL,Z,N
2425,1,151,ALACHUA,GAINESVILLE HIGH SCHOOL,Z,N
2425,1,152,ALACHUA,FLORIDA ONLINE HIGH SCHOOL,Z,N
2425,1,161,ALACHUA,ALACHUA ELEMENTARY SCHOOL,Z,Y
2425,1,171,ALACHUA,ARCHER ELEMENTARY,Z,Y
2425,1,201,ALACHUA,HAWTHORNE MIDDLE/HIGH SCHOOL,Z,Y
2425,1,221,ALACHUA,A. L. MEBANE MIDDLE SCHOOL,Z,N
2425,1,261,ALACHUA,NEWBERRY HIGH SCHOOL,Z,N
2425,1,271,ALACHUA,SANTA FE HIGH SCHOOL,Z,N
2425,1,281,ALACHUA,CHESTER SHELL ELEMENTARY SCHOOL,Z,Y
2425,1,291,ALACHUA,WALDO COMMUNITY SCHOOL,Z,N
2425,1,311,ALACHUA,MYRA TERWILLIGER ELEMENTARY SCHOOL,Z,Y
2425,1,321,ALACHUA,IDYLWILD ELEMENTARY SCHOOL,Z,Y
2425,1,331,ALACHUA,GLEN SPRINGS ELEMENTARY SCHOOL,Z,Y
2425,1,341,ALACHUA,MARJORIE KINNAN RAWLINGS ELEMENTARY SCHOOL,Z,Y
2425,1,342,ALACHUA,TRAFFIC SAFETY CENTER,Z,N
2425,1,343,ALACHUA,CHARACTER COUNTS CENTER,Z,N
2425,1,344,ALACHUA,SCHOLARS FOR SUCCESS,Z,N
2425,1,400,ALACHUA,ADULT EDUCATION PROGRAM,Z,N
2425,1,411,ALACHUA,PROFESSIONAL ACADEMY MAGNET AT LOFTEN HIGH SCHOOL,Z,N
2425,1,412,ALACHUA,HORIZON CENTER. ALTERNATIVE SCHOOL,Z,N
2425,1,421,ALACHUA,EASTSIDE HIGH SCHOOL,Z,N
2425,1,431,ALACHUA,F. W. BUCHHOLZ HIGH SCHOOL,Z,N
2425,1,451,ALACHUA,PRAIRIE VIEW ELEMENTARY SCHOOL,Z,N
2425,1,461,ALACHUA,HIGH SPRINGS COMMUNITY SCHOOL,Z,Y
2425,1,471,ALACHUA,SPRING HILL MIDDLE SCHOOL,Z,N
2425,1,472,ALACHUA,HIGH SPRINGS ELEMENTARY SCHOOL,Z,N
2425,1,481,ALACHUA,FORT CLARKE MIDDLE SCHOOL,Z,N
2425,1,482,ALACHUA,HIDDEN OAK ELEMENTARY SCHOOL,Z,N
2425,1,491,ALACHUA,CAMP CRYSTAL LAKE,Z,N
2425,1,492,ALACHUA,FEARNSIDE FAMILY SERVICES CENTER,Z,N
2425,1,493,ALACHUA,HEAD START/PREK E I CENTER,Z,N
2425,1,500,ALACHUA,PRAIRIE VIEW ACADEMY,Z,N
2425,1,501,ALACHUA,KIMBALL WILES ELEMENTARY SCHOOL,Z,Y
2425,1,502,ALACHUA,KANAPAHA MIDDLE SCHOOL,Z,N
2425,1,503,ALACHUA,WILES HEAD START,Z,N
2425,1,510,ALACHUA,LAWTON M. CHILES ELEMENTARY SCHOOL,Z,N
2425,1,520,ALACHUA,MEADOWBROOK ELEMENTARY SCHOOL,Z,N
2425,1,531,ALACHUA,NEWBERRY ELEMENTARY SCHOOL,Z,Y
2425,1,541,ALACHUA,C. W. NORTON ELEMENTARY SCHOOL,Z,Y
2425,1,561,ALACHUA,WILLIAM S. TALBOT ELEM SCHOOL,Z,N
2425,1,571,ALACHUA,W. W. IRBY ELEMENTARY SCHOOL,Z,Y
2425,1,591,ALACHUA,OAK VIEW MIDDLE SCHOOL,Z,Y
2425,1,601,ALACHUA,CHALLENGE AT ALACHUA ACADEMY,Z,N
2425,1,602,ALACHUA,ALACHUA ACADEMY,Z,N
2425,1,603,ALACHUA,AMIKIDS,Z,N
2425,1,604,ALACHUA,PACE,Z,Y
2425,1,605,ALACHUA,THRESHOLD DAY TREATMENT,Z,N
2425,1,701,ALACHUA,ALACHUA COUNTY JAIL,Z,N
2425,1,922,ALACHUA,SANTA FE COLLEGE ACADEMY OF SCIENCE AND TECHNOLOGY,R,N
2425,1,924,ALACHUA,SANTA FE COLLEGE HIGH SCHOOL DUAL ENROLLMENT,Z,N
2425,1,925,ALACHUA,CONSTELLATION CHARTER SCHOOL OF GAINESVILLE,R,Y
2425,1,950,ALACHUA,THE ONE ROOM SCHOOL HOUSE PROJECT,R,Y
2425,1,951,ALACHUA,"MICANOPY AREA COOPERATIVE SCHOOL, INC.",R,N
2425,1,952,ALACHUA,CHANCE CHARTER SCHOOLS,R,N
2425,1,953,ALACHUA,CARING & SHARING LEARNING SCHOOL,R,Y
2425,1,954,ALACHUA,LOVE TO LEARN EDUCATIONAL CENTER,R,N
2425,1,955,ALACHUA,"THE EINSTEIN SCHOOL, INC.",R,Y
2425,1,956,ALACHUA,EXPRESSIONS LEARNING ARTS ACADEMY,R,N
2425,1,957,ALACHUA,ALACHUA LEARNING ACADEMY ELEMENTARY,R,Y
2425,1,958,ALACHUA,GENESIS PREPARATORY SCHOOL,R,N
2425,1,959,ALACHUA,OASIS ENRICHMENT ACADEMY,R,N
2425,1,961,ALACHUA,MICANOPY ACADEMY,R,N
2425,1,962,ALACHUA,MARTIN LUTHER KING ACADEMY,R,N
2425,1,971,ALACHUA,HOGGETOWNE MIDDLE SCHOOL,R,N
2425,1,981,ALACHUA,HEALTHY LEARNING ACADEMY CHARTER SCHOOL,R,N
2425,1,991,ALACHUA,"SIATECH MYCROSCHOOL, INC.",R,Y
2425,1,1000,ALACHUA,"DESOTO HIGH SCHOOL, INC.",R,N
2425,1,1001,ALACHUA,SWEETWATER BRANCH ACADEMY,R,N
2425,1,1002,ALACHUA,SWEETWATER BRANCH ACADEMY ELEMENTARY SCHOOL,R,N
2425,1,1003,ALACHUA,NORTH CENTRAL FLORIDA PUBLIC CHARTER SCHOOL,R,Y
2425,1,1010,ALACHUA,ONE ROOM MIDDLE SCHOOL,R,N
2425,1,1011,ALACHUA,ALACHUA LEARNING ACADEMY MIDDLE,R,N
2425,1,1012,ALACHUA,BOULWARE SPRINGS CHARTER,R,Y
2425,1,1013,ALACHUA,RESILIENCE CHARTER SCHOOL INC,R,N
2425,1,3450,ALACHUA,PERSONALIZED EDUCATION PROGRAM,Z,N
2425,1,3518,ALACHUA,MCKAY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,1,3818,ALACHUA,OPPORTUNITY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,1,3900,ALACHUA,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM,Z,N
2425,1,7001,ALACHUA,ALACHUA VIRTUAL INSTRUCTION PROGRAM,Z,N
2425,1,7004,ALACHUA,ALACHUA ESCHOOL (VIRTUAL FRANCHISE),Z,N
2425,1,7006,ALACHUA,ALACHUA VIRTUAL INSTRUCTION(COURSE OFFERINGS) SECONDARY,Z,N
2425,1,7023,ALACHUA,ALACHUA VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED),Z,N
2425,1,9001,ALACHUA,ALACHUA DISTRICT OFFICE,Z,N
2425,1,9003,ALACHUA,FRED SIVIA CENTER,Z,N
2425,1,9005,ALACHUA,NON-SCHOOL MIGRANT,Z,N
2425,1,9025,ALACHUA,ALACHUA REGIONAL JUVENILE DETENTION CENTER,Z,N
2425,1,9029,ALACHUA,ALACHUA REGIONAL JUVENILE DETENTION CENTER,Z,N
2425,1,9045,ALACHUA,CONTRACTED RESIDENTIAL SERVICES,Z,N
2425,1,9054,ALACHUA,ALTERNATIVE EDUCATION CENTER,Z,N
2425,1,9061,ALACHUA,FAMILY SERVICES CENTER,Z,N
2425,1,9067,ALACHUA,HORIZON/NEW PATHWAYS,Z,N
2425,1,9096,ALACHUA,FAMILY SERVICES,Z,N
2425,1,9100,ALACHUA,HUMAN RESOURCES,Z,N
2324,1,9924,ALACHUA,SANTA FE COLLEGE ACADEMY OF SCIENCE AND TECHNOLOGY,R,N
2425,1,9997,ALACHUA,MIGRANT NON-ENROLLED STUDENTS,Z,N
2425,1,9998,ALACHUA,HOME EDUCATION PROGRAM STUDENTS,Z,N
2425,2,11,BAKER,BAKER COUNTY ADULT CENTER,Z,N
2425,2,12,BAKER,BAKER COUNTY SENIOR HIGH SCHOOL,Z,N
2425,2,13,BAKER,MACCLENNY ELEMENTARY SCHOOL,Z,Y
2425,2,21,BAKER,LEGACY ELEMENTARY SCHOOL,Z,Y
2425,2,22,BAKER,PREK/KINDERGARTEN CENTER,Z,N
2425,2,31,BAKER,J FRANKLYN KELLER INTERMEDIATE SCHOOL,Z,N
2425,2,32,BAKER,BAKER COUNTY MIDDLE SCHOOL,Z,N
2425,2,91,BAKER,WESTSIDE ELEMENTARY SCHOOL,Z,Y
2425,2,92,BAKER,BAKER COUNTY ALTERNATIVE SCHOOL,Z,N
2425,2,3450,BAKER,PERSONALIZED EDUCATION PROGRAM,Z,N
2425,2,3518,BAKER,MCKAY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,2,3818,BAKER,OPPORTUNITY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,2,3900,BAKER,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM,Z,N
2425,2,7001,BAKER,BAKER VIRTUAL INSTRUCTION PROGRAM,Z,N
2425,2,7004,BAKER,BAKER COUNTY VIRTUAL FRANCHISE,Z,N
2425,2,7006,BAKER,FUTURE VIRTUAL SCHOOL,Z,N
2425,2,7023,BAKER,BAKER VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED),Z,N
2425,2,9001,BAKER,BAKER DISTRICT OFFICE,Z,N
2425,2,9021,BAKER,SOUTHSIDE EDUCATION CENTER,Z,N
2425,2,9045,BAKER,CONTRACTED RESIDENTIAL SERVICES,Z,N
2425,2,9100,BAKER,HUMAN RESOURCES,Z,N
2425,2,9997,BAKER,MIGRANT NON-ENROLLED STUDENTS,Z,N
2425,2,9998,BAKER,HOME EDUCATION PROGRAM STUDENTS,Z,N
2425,3,61,BAY,BAY HIGH SCHOOL,Z,Y
2425,3,71,BAY,MERRITT BROWN MIDDLE SCHOOL,Z,Y
2425,3,81,BAY,HUTCHISON BEACH ELEMENTARY SCHOOL,Z,Y
2425,3,91,BAY,CEDAR GROVE ELEMENTARY SCHOOL,Z,Y
2425,3,101,BAY,CALLAWAY ELEMENTARY SCHOOL,Z,Y
2425,3,111,BAY,MERRIAM CHERRY STREET ELEMENTARY,Z,Y
2425,3,131,BAY,LUCILLE MOORE ELEMENTARY SCHOOL,Z,Y
2425,3,141,BAY,EVERITT MIDDLE SCHOOL,Z,N
2425,3,151,BAY,HILAND PARK ELEMENTARY SCHOOL,Z,Y
2425,3,161,BAY,JINKS MIDDLE SCHOOL,Z,Y
2425,3,171,BAY,LYNN HAVEN ELEMENTARY SCHOOL,Z,Y
2425,3,181,BAY,MILLVILLE ELEMENTARY SCHOOL,Z,N
2425,3,191,BAY,OAKLAND TERRACE SCHOOL FOR THE VISUAL AND PERFORMING ARTS,Z,N
2425,3,201,BAY,SURFSIDE MIDDLE SCHOOL,Z,N
2425,3,211,BAY,PARKER ELEMENTARY SCHOOL,Z,Y
2425,3,221,BAY,SOUTHPORT ELEMENTARY SCHOOL,Z,Y
2425,3,231,BAY,SPRINGFIELD ELEMENTARY SCHOOL,Z,N
2425,3,241,BAY,ST. ANDREW SCHOOL AT OAKLAND TERRACE,Z,Y
2425,3,251,BAY,WALLER ELEMENTARY SCHOOL,Z,Y
2425,3,261,BAY,WEST BAY ELEMENTARY SCHOOL,Z,N
2425,3,262,BAY,WEST BAY ELEMENTARY SCHOOL,Z,Y
2425,3,271,BAY,A. D. HARRIS HIGH SCHOOL,Z,N
2425,3,281,BAY,MARGARET K. LEWIS IN MILLVILLE,Z,Y
2425,3,291,BAY,OSCAR PATTERSON ELEMENTARY MAGNET,Z,N
2425,3,301,BAY,ROSENWALD MIDDLE SCHOOL,Z,N
2425,3,311,BAY,SHAW ADULT CENTER,Z,N
2425,3,331,BAY,MOWAT MIDDLE SCHOOL,Z,Y
2425,3,341,BAY,RUTHERFORD HIGH SCHOOL,Z,Y
2425,3,391,BAY,OSCAR PATTERSON ACADEMY,Z,N
2425,3,461,BAY,DEER POINT ELEMENTARY SCHOOL,Z,Y
2425,3,471,BAY,NORTHSIDE ELEMENTARY SCHOOL,Z,Y
2425,3,481,BAY,TOM P. HANEY TECHNICAL COLLEGE,Z,N
2425,3,491,BAY,A. CRAWFORD MOSLEY HIGH SCHOOL,Z,N
2425,3,501,BAY,TYNDALL ACADEMY,Z,N
2425,3,511,BAY,TOMMY SMITH ELEMENTARY SCHOOL,Z,Y
2425,3,521,BAY,PATRONIS ELEMENTARY SCHOOL,Z,N
2425,3,531,BAY,NEW HORIZONS LEARNING CENTER,Z,Y
2425,3,541,BAY,DEANE BOZEMAN SCHOOL,Z,N
2425,3,551,BAY,J.R. ARNOLD HIGH SCHOOL,Z,N
2425,3,561,BAY,HANEY TECHNICAL HIGH SCHOOL,Z,N
2425,3,571,BAY,BREAKFAST POINT ACADEMY,Z,N
2425,3,581,BAY,ROSENWALD HIGH SCHOOL,Z,Y
2425,3,591,BAY,C C WASHINGTON ACADEMY,Z,N
2425,3,601,BAY,BAY COUNTY SHERIFF'S BOOT CAMP,Z,N
2425,3,602,BAY,BAY REGIONAL JUVENILE DETENTION CENTER,Z,N
2425,3,603,BAY,"THE UNLIMITED PATH, INC.",Z,N
2425,3,604,BAY,PANAMA CITY MARINE INSTITUTE,Z,N
2425,3,605,BAY,HOPE SCHOOL,Z,N
2425,3,611,BAY,A. GARY WALSINGHAM ACADEMY,Z,N
2425,3,701,BAY,BAY HAVEN CHARTER ACADEMY,R,N
2425,3,711,BAY,BAY HAVEN CHARTER MIDDLE SCHOOL,R,N
2425,3,721,BAY,TAPESTRY PARK CHARTER SCHOOL,R,N
2425,3,731,BAY,NORTH BAY HAVEN CHARTER ACADEMY MIDDLE SCHOOL,R,N
2425,3,741,BAY,NORTH BAY HAVEN CAREER ACADEMY,R,N
2425,3,751,BAY,NORTH BAY HAVEN CHARTER ACADEMY ELEMENTARY SCHOOL,R,N
2425,3,761,BAY,EMERALD BAY ACADEMY,Z,N
2425,3,764,BAY,AMIKIDS MARITIME ACADEMY,R,N
2425,3,771,BAY,PALM BAY PREPARATORY ACADEMY 6-12,R,Y
2425,3,781,BAY,CHAUTAUQUA CHARTER SCHOOL,R,N
2425,3,782,BAY,CENTRAL HIGH SCHOOL,R,Y
2425,3,791,BAY,NEWPOINT MIDDLE SCHOOL,R,N
2425,3,801,BAY,PALM BAY ELEMENTARY SCHOOL,R,Y
2425,3,802,BAY,CENTRAL ACADEMY,Z,N
2425,3,2701,BAY,RISING LEADERS ACADEMY,R,N
2425,3,2711,BAY,UNIVERSITY ACADEMY SABL INC,R,N
2425,3,3450,BAY,PERSONALIZED EDUCATION PROGRAM,Z,N
2425,3,3518,BAY,MCKAY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,3,3818,BAY,OPPORTUNITY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,3,3900,BAY,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM,Z,N
2425,3,7001,BAY,BAY VIRTUAL INSTRUCTION PROGRAM,Z,N
2425,3,7004,BAY,BAY VIRTUAL FRANCHISE,Z,N
2425,3,7006,BAY,BAY VIRTUAL INSTRUCTION (COURSE OFFERINGS),Z,N
2425,3,7023,BAY,BAY VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED),Z,N
2425,3,9001,BAY,BAY DISTRICT OFFICE,Z,N
2425,3,9002,BAY,EXCEPTIONAL STUDENT EDUCATION,Z,N
2425,3,9045,BAY,CONTRACTED RESIDENTIAL SERVICES,Z,N
2425,3,9100,BAY,HUMAN RESOURCES,Z,N
2425,3,9997,BAY,MIGRANT NON-ENROLLED STUDENTS,Z,N
2425,3,9998,BAY,HOME EDUCATION PROGRAM STUDENTS,Z,N
2425,4,21,BRADFORD,BRADFORD HIGH SCHOOL,Z,Y
2425,4,51,BRADFORD,STARKE ELEMENTARY SCHOOL,Z,Y
2425,4,61,BRADFORD,BRADFORD ELEMENTARY,Z,N
2425,4,81,BRADFORD,BRADFORD ELEMENTARY SCHOOL,Z,Y
2425,4,91,BRADFORD,RJE CENTER,Z,N
2425,4,112,BRADFORD,"BROOKER COMMUNITY SCHOOL INC,",R,Y
2425,4,121,BRADFORD,RAINBOW CENTER,Z,N
2425,4,131,BRADFORD,LAWTEY ELEMENTARY SCHOOL,Z,Y
2425,4,161,BRADFORD,BROOKER ELEMENTARY SCHOOL,Z,N
2425,4,171,BRADFORD,NORTH FLORIDA TECHNICAL COLLEGE,Z,N
2425,4,172,BRADFORD,BRADFORD MIDDLE SCHOOL,Z,Y
2425,4,181,BRADFORD,HAMPTON ELEMENTARY SCHOOL,Z,N
2425,4,191,BRADFORD,RENAISSANCE CENTER,Z,N
2425,4,201,BRADFORD,BRADFORD INTERVENTION CENTER,Z,N
2425,4,211,BRADFORD,ALLIGATOR CREEK STOP CAMP,Z,N
2425,4,3450,BRADFORD,PERSONALIZED EDUCATION PROGRAM,Z,N
2425,4,3518,BRADFORD,MCKAY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,4,3818,BRADFORD,OPPORTUNITY SCHOLARSHIP/SCHOOL OF ENROLLMENT,Z,N
2425,4,3900,BRADFORD,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM,Z,N
2425,4,6001,BRADFORD,BELIEVER'S SCHOOL OF LEARNING,R,N
2425,4,7001,BRADFORD,BRADFORD VIRTUAL INSTRUCTION PROGRAM,Z,N
2425,4,7004,BRADFORD,BRADFORD VIRTUAL FRANCHISE WITH FLVS,Z,N
2425,4,7006,BRADFORD,BRADFORD VIRTUAL INSTRUCTION PROGRAM,Z,N
2425,4,7023,BRADFORD,BRADFORD VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED),Z,N
2425,4,9001,BRADFORD,BRADFORD DISTRICT SUPERINTENDENT'S OFFICE,Z,N
2425,4,9045,BRADFORD,CONTRACTED RESIDENTIAL SERVICES,Z,N
2425,4,9100,BRADFORD,HUMAN RESOURCES,Z,N
2425,4,9997,BRADFORD,TITLE I MIGRANT NON-ENROLLED STUDENTS,Z,N
2425,4,9998,BRADFORD,HOME EDUCATION PROGRAM,Z,N
2425,5,11,BREVARD,TITUSVILLE HIGH SCHOOL,Z,N
2425,5,51,BREVARD,OAK PARK ELEMENTARY SCHOOL,Z,Y
2425,5,52,BREVARD,JAMES MADISON MIDDLE SCHOOL,Z,Y
2425,5,61,BREVARD,APOLLO ELEMENTARY SCHOOL,Z,Y
2425,5,71,BREVARD,RIVERVIEW ELEMENTARY SCHOOL,Z,N
2425,5,72,BREVARD,RIVERVIEW SCHOOL,Z,N
2425,5,73,BREVARD,SOUTH AREA HEAD START,Z,N
2425,5,81,BREVARD,WHISPERING HILLS PRIMARY SCHOOL,Z,N
2425,5,82,BREVARD,BREVARD ADULT EDUCATION AT TITUSVILLE,Z,N
2425,5,83,BREVARD,NORTH AREA ARC CENTER,Z,N
2425,5,85,BREVARD,COMMUNITY INCLUSION FACILITATION PROGRAM,Z,N
2425,5,86,BREVARD,NORTH AREA ADULT EDUCATION-NIGHT PROGRAM,Z,N
2425,5,89,BREVARD,GARDENDALE SEPARATE DAY SCHOOL,Z,Y
2425,5,91,BREVARD,COQUINA ELEMENTARY SCHOOL,Z,Y
2425,5,101,BREVARD,MIMS ELEMENTARY SCHOOL,Z,Y
2425,5,111,BREVARD,DEVEREUX CENTER AT WHISPERING HILLS,Z,N
2425,5,121,BREVARD,SOUTH LAKE ELEMENTARY SCHOOL,Z,N
2425,5,122,BREVARD,SOUTH LAKE ELEMENTARY,Z,N
2425,5,141,BREVARD,ANDREW JACKSON MIDDLE SCHOOL,Z,Y
2425,5,151,BREVARD,IMPERIAL ESTATES ELEMENTARY SCHOOL,Z,Y
2425,5,161,BREVARD,ASTRONAUT HIGH SCHOOL,Z,N
2425,5,181,BREVARD,PINEWOOD ELEMENTARY SCHOOL,Z,Y
2425,5,191,BREVARD,CHALLENGER 7 ELEMENTARY SCHOOL,Z,Y
2425,5,201,BREVARD,ATLANTIS ELEMENTARY SCHOOL,Z,N
2425,5,301,BREVARD,ENTERPRISE ELEMENTARY SCHOOL,Z,N
2425,5,302,BREVARD,SPACE COAST JUNIOR/SENIOR HIGH SCHOOL,Z,N
2425,5,1001,BREVARD,CROSSWINDS/RAINWATER FOR GIRLS,Z,N
2425,5,1002,BREVARD,BREVARD GROUP TREATMENT HOME,Z,N
2425,5,1003,BREVARD,BEHAVIORAL HEALTH SERVICES,Z,N
2425,5,1010,BREVARD,BREVARD ADULT EDUCATION ONLINE ACADEMY,Z,N
2425,5,1011,BREVARD,ROCKLEDGE SENIOR HIGH SCHOOL,Z,N
2425,5,1012,BREVARD,BREVARD ADULT EDUCATION AT COCOA,Z,N
2425,5,1013,BREVARD,CHILDREN'S INTERAGENCY PROGRAM,Z,N
2425,5,1014,BREVARD,BREVARD COUNTY JAIL COMPLEX,Z,N
2425,5,1015,BREVARD,EARLY INTERVENTION CENTER,Z,N
2425,5,1016,BREVARD,NORTH AREA ALTERNATIVE LEARNING CENTER,Z,N
2425,5,1017,BREVARD,NORTH/CENTRAL AREA ALTERNATIVE LEARNING CENTER,Z,Y
2425,5,1018,BREVARD,SOUTH AREA ALTERNATIVE LEARNING CENTER,Z,Y
2425,5,1019,BREVARD,ALTERNATIVE SCHOOL,Z,N
2425,5,1020,BREVARD,OUTWARD BOUND,Z,N
2425,5,1021,BREVARD,PRE-K ESE SERVICES,Z,N
2425,5,1022,BREVARD,EXCEPTIONAL EDUCATION CENTER,Z,N
2425,5,1023,BREVARD,ETP CENTER,Z,N
2425,5,1024,BREVARD,PREKINDERGARTEN CENTERS,Z,N
2425,5,1025,BREVARD,BREVARD COUNTY JUVENILE DETENTION CENTER,Z,N
2425,5,1026,BREVARD,FRANCES WALKER HALFWAY HOUSE,Z,N
2425,5,1027,BREVARD,MELBOURNE CENTER FOR PERSONAL GROWTH,Z,N
2425,5,1028,BREVARD,DEVEREUX HOSPITAL,Z,N
2425,5,1029,BREVARD,RIVERDALE COUNTRY DAY SCHOOL,Z,N
2425,5,1031,BREVARD,CLEARLAKE MIDDLE SCHOOL,Z,N
2425,5,1032,BREVARD,HORACE MANN ACADEMY,Z,N
2425,5,1041,BREVARD,CAMBRIDGE ELEMENTARY MAGNET SCHOOL,Z,Y
2425,5,1051,BREVARD,ENDEAVOUR ELEMENTARY SCHOOL,Z,Y
2425,5,1071,BREVARD,GOLFVIEW ELEMENTARY MAGNET SCHOOL,Z,Y
2425,5,1073,BREVARD,PROJECT SEARCH,Z,N
2425,5,1081,BREVARD,RONALD MCNAIR MAGNET MIDDLE SCHOOL,Z,Y
2425,5,1091,BREVARD,FAIRGLEN ELEMENTARY SCHOOL,Z,Y
2425,5,1101,BREVARD,JOHN F. KENNEDY MIDDLE SCHOOL,Z,N
2425,5,1102,BREVARD,KENNEDY MIDDLE ADULT EDUCATION,Z,N
2425,5,1103,BREVARD,BREVARD ACHIEVEMENT CENTER,Z,N
2425,5,1104,BREVARD,"BRIDGES BTC, INC",Z,N
2425,5,1111,BREVARD,CENTRAL PINE GROVE SCHOOL,Z,N
2425,5,1112,BREVARD,CENTRAL PINE GROVE ADULT EDUCATION,Z,N
2425,5,1121,BREVARD,COCOA HIGH SCHOOL,Z,Y
2425,5,1122,BREVARD,COCOA HIGH ADULT EDUCATION,Z,N
2425,5,1131,BREVARD,SATURN ELEMENTARY SCHOOL,Z,Y
2425,5,1141,BREVARD,HANS CHRISTIAN ANDERSEN ELEMENTARY SCHOOL,Z,Y
2425,5,1151,BREVARD,RALPH M WILLIAMS JUNIOR ELEMENTARY SCHOOL,Z,N
2425,5,1161,BREVARD,MANATEE ELEMENTARY SCHOOL,Z,N
2425,5,1171,BREVARD,VIERA HIGH SCHOOL,Z,N
2425,5,2011,BREVARD,MELBOURNE SENIOR HIGH SCHOOL,Z,N
2425,5,2012,BREVARD,MELBOURNE HIGH ADULT EDUCATION,Z,N
2425,5,2013,BREVARD,"EASTER SEALS FLORIDA, INC.",Z,N
2425,5,2014,BREVARD,SOUTH AREA ARC CENTER,Z,N
2425,5,2021,BREVARD,PALM BAY MAGNET SENIOR HIGH SCHOOL,Z,Y
2425,5,2022,BREVARD,BREVARD ADULT EDUCATION AT PALM BAY,Z,N
2425,5,2031,BREVARD,MEADOWLANE INTERMEDIATE ELEMENTARY SCHOOL,Z,N
2425,5,2041,BREVARD,MEADOWLANE PRIMARY ELEMENTARY SCHOOL,Z,N
2425,5,2042,BREVARD,W. MELBOURNE ELEMENTARY SCHOOL FOR SCIENCE,Z,N
2425,5,2043,BREVARD,SOUTH AREA ROPES SCHOOL,Z,N
2425,5,2051,BREVARD,UNIVERSITY PARK ELEMENTARY SCHOOL,Z,Y
2425,5,2061,BREVARD,PORT MALABAR ELEMENTARY SCHOOL,Z,Y
2425,5,2071,BREVARD,STONE MAGNET MIDDLE SCHOOL,Z,Y
2425,5,2072,BREVARD,BREVARD ADULT EDUCATION AT MELBOURNE,Z,N
2425,5,2073,BREVARD,SOUTH AREA ADULT EDUCATION-NIGHT PROGRAM,Z,N
2425,5,2081,BREVARD,PALM BAY ELEMENTARY SCHOOL,Z,Y
2425,5,2111,BREVARD,LOCKMAR ELEMENTARY SCHOOL,Z,Y
2425,5,2121,BREVARD,"JOHN F. TURNER, SENIOR ELEMENTARY SCHOOL",Z,Y
2425,5,2122,BREVARD,SOUTHWEST MIDDLE SCHOOL,Z,N
2425,5,2131,BREVARD,COLUMBIA ELEMENTARY SCHOOL,Z,Y
2425,5,2151,BREVARD,DISCOVERY ELEMENTARY SCHOOL,Z,Y
2425,5,2161,BREVARD,CHRISTA MCAULIFFE ELEMENTARY SCHOOL,Z,Y
2425,5,2171,BREVARD,RIVIERA ELEMENTARY SCHOOL,Z,Y
2425,5,2191,BREVARD,JUPITER ELEMENTARY SCHOOL,Z,Y
2425,5,2211,BREVARD,BAYSIDE HIGH SCHOOL,Z,N
2425,5,2212,BREVARD,WESTSIDE ELEMENTARY SCHOOL,Z,N
2425,5,2221,BREVARD,SUNRISE ELEMENTARY SCHOOL,Z,N
2425,5,2311,BREVARD,HERITAGE HIGH SCHOOL,Z,N
2425,5,3011,BREVARD,EAU GALLIE HIGH SCHOOL,Z,N
2425,5,3021,BREVARD,CENTRAL MIDDLE SCHOOL,Z,N
